subject,predicate,object
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Americium,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Actinide Metal
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Americium,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Radioactive Element
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Americium,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Smoke Detector Material
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Americium,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Nuclear Battery Material
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anion,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anion,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ion
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Anion
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anion,http://www.w3.org/2000/01/rdf-schema#comment,"An anion is a negatively charged ion that migrates to the anode (positive electrode) in an electrolytic cell. It is an atom or molecule that has gained one or more electrons, resulting in a net negative charge."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Negative Ion
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Anionic Species
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Anionic Particle
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Anode Ion
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Negatively Charged Species
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ion,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ion,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#MolecularEntity
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Ion
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ion,http://www.w3.org/2000/01/rdf-schema#comment,"An ion is an atom or molecule that has an unequal number of protons and electrons, resulting in a net electrical charge. Ions can be positively charged (called cations) or negatively charged (called anions) and play important roles in electrochemical reactions."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Charged Particle
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Electrically Charged Atom
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Electrically Charged Molecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Cation or Anion
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Ionized Particle
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AnisotropicMaterial,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AnisotropicMaterial,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Material
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AnisotropicMaterial,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,AnisotropicMaterial
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AnisotropicMaterial,http://www.w3.org/2000/01/rdf-schema#comment,"An Anisotropic Material is a material that exhibits different properties in different directions. It has physical or mechanical properties that vary with the direction of measurement. Anisotropic materials are commonly used in fuel cell and battery components, such as electrodes and membranes, to optimize their performance in specific directions."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AnisotropicMaterial,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Direction-Dependent Material
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AnisotropicMaterial,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Anisotropic Substance
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AnisotropicMaterial,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Anisotropic Matter
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AnisotropicMaterial,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Directional Material
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AnisotropicMaterial,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Directional Substance
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anolyte,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anolyte,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#ElectrlyteSolution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anolyte,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#ElectrolyteSolution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anolyte,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Anolyte
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anolyte,http://www.w3.org/2000/01/rdf-schema#comment,An anolyte is an electrolyte solution that is located at the anode of an electrochemical cell. It is responsible for providing ions to the anode and facilitating the electrochemical reactions that occur at the anode during cell operation.
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anolyte,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Anode Electrolyte
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anolyte,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Oxidation Half-Cell Electrolyte
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anolyte,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Positive Electrolyte
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Anolyte,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Anodic Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#ElectrolyteSolution,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#ElectrolyteSolution,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#LiquidSolution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#ElectrolyteSolution,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#ElectrolyteSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,ElectrolyteSolution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#ElectrolyteSolution,http://www.w3.org/2000/01/rdf-schema#comment,"An electrolyte solution is a liquid or gel containing ions that conducts electricity and is used in batteries, fuel cells, and other electrochemical devices. It facilitates the movement of ions between the electrodes, allowing the electrochemical reactions to occur."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#ElectrolyteSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Ionic Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#ElectrolyteSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Conductive Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#ElectrolyteSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Electrolytic Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#ElectrolyteSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Electrolyte
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#ElectrolyteSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Ionic Liquid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#LiquidSolution,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#LiquidSolution,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Liquid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#LiquidSolution,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#LiquidSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,LiquidSolution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#LiquidSolution,http://www.w3.org/2000/01/rdf-schema#comment,"A liquid solution is a homogeneous mixture of two or more substances in which the molecules or atoms of the substances are evenly distributed. The solvent is the substance that dissolves the solute(s) to form the solution. Liquid solutions are commonly used in chemical reactions, separations, and as solvents for other substances."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#LiquidSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Homogeneous Liquid Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#LiquidSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Liquid Solvent Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#LiquidSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Liquid Phase Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#LiquidSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Liquid Homogeneous Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Liquid,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Liquid,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Fluid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Liquid,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Liquid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Liquid,http://www.w3.org/2000/01/rdf-schema#comment,"A liquid is a state of matter that has a definite volume but no fixed shape. It can flow and take the shape of its container. Liquids are commonly used as solvents, electrolytes, and reactants in chemical reactions."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Liquid,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Liquid State
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Liquid,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Fluid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Liquid,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Liquid Phase
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Antimony,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Antimony,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Atom
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Antimony,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Antimony
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Antimony,http://www.w3.org/2000/01/rdf-schema#comment,"Antimony is a chemical element with the symbol Sb and atomic number 51. It is a lustrous, gray metalloid that is commonly used as a flame retardant, alloyed with lead for batteries, and used in the production of semiconductors."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Antimony,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Sb
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Antimony,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Metalloid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Antimony,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Flame Retardant
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Antimony,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Lead-Antimony Alloy
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Antimony,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Semiconductor Material
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousElectrolyte,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousElectrolyte,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousSolution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousElectrolyte,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#ElectrolyteSolution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousElectrolyte,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,AqueousElectrolyte
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousElectrolyte,http://www.w3.org/2000/01/rdf-schema#comment,"An aqueous electrolyte is a solution containing ions that conducts electricity and is composed of water as the solvent. It is commonly used in electrochemical devices such as batteries, fuel cells, and supercapacitors."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousElectrolyte,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Water-Based Electrolyte
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousElectrolyte,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Hydro-electrolyte
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousElectrolyte,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Aqueous Solution Electrolyte
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousElectrolyte,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Water Electrolyte
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousSolution,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousSolution,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#LiquidSolution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,AqueousSolution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousSolution,http://www.w3.org/2000/01/rdf-schema#comment,"An aqueous solution is a solution in which the solvent is water. It is commonly used in electrochemistry as an electrolyte solution, where it facilitates the movement of ions between the electrodes. Aqueous solutions are also used in a wide range of chemical reactions and industrial processes."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Water-based solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Hydrophilic solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Water solvent mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Aqua solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Water solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousMolecule,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousMolecule,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#DissolvedMolecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousMolecule,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#NonAqeousMolecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,AqueousMolecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousMolecule,http://www.w3.org/2000/01/rdf-schema#comment,"An aqueous molecule is a molecule that is dissolved in water, forming an aqueous solution. These molecules can be organic or inorganic and are commonly used in chemical reactions and biological processes."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Water-Soluble Molecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Hydrophilic Molecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Dissolved Molecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AqueousMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Aqueous Phase Molecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#DissolvedMolecule,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#DissolvedMolecule,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#MolecularEntityInStateOfAggregation
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#DissolvedMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,DissolvedMolecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#DissolvedMolecule,http://www.w3.org/2000/01/rdf-schema#comment,"A dissolved molecule is a molecule that is uniformly dispersed in a solvent to form a homogeneous solution. The dissolved molecule can be a solute, which is the substance being dissolved, or a solvent, which is the substance doing the dissolving. Dissolved molecules play a critical role in many chemical and biological processes, including solubility, transport, and reaction kinetics."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#DissolvedMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Solvent-Solute Molecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#DissolvedMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Dissolved Species
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#DissolvedMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Homogeneous Mixture Molecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#DissolvedMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Solution Component
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#NonAqeousMolecule,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#NonAqeousMolecule,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#DissolvedMolecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#NonAqeousMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,NonAqeousMolecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#NonAqeousMolecule,http://www.w3.org/2000/01/rdf-schema#comment,"A non-aqueous molecule is a molecule that is not soluble in water or does not contain water as a solvent. Non-aqueous solvents are commonly used in electrochemical applications, such as in lithium-ion batteries and supercapacitors, due to their high chemical stability and wide electrochemical window."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#NonAqeousMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Non-Water Soluble Molecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#NonAqeousMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Non-Aqueous Solvent
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#NonAqeousMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Non-Polar Solvent
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#NonAqeousMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Organic Solvent
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#NonAqeousMolecule,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Non-Aqueous Electrolyte
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#MolecularEntityInStateOfAggregation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#MolecularEntityInStateOfAggregation,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#MolecularEntity
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#MolecularEntityInStateOfAggregation,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,MolecularEntityInStateOfAggregation
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#MolecularEntityInStateOfAggregation,http://www.w3.org/2000/01/rdf-schema#comment,"A Molecular Entity in State of Aggregation refers to a chemical species that is composed of two or more molecules held together by intermolecular forces. Examples include dimers, trimers, and other oligomers. These species can have unique properties and reactivity compared to their individual molecular components."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#MolecularEntityInStateOfAggregation,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Aggregated Molecular Entity
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#MolecularEntityInStateOfAggregation,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Molecular Aggregates
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#MolecularEntityInStateOfAggregation,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Molecular Clusters
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#MolecularEntityInStateOfAggregation,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Oligomeric Species
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Aquivion,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Aquivion,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ionomer
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Aquivion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Aquivion
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Aquivion,http://www.w3.org/2000/01/rdf-schema#comment,"Aquivion is a perfluorosulfonic acid (PFSA) ionomer membrane used in proton exchange membrane (PEM) fuel cells. It offers high proton conductivity, chemical stability, and mechanical durability, making it a popular choice for fuel cell applications."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Aquivion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,PFSA Ionomer Membrane
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Aquivion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Aquivion Membrane
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Aquivion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Proton-Conducting Membrane
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Aquivion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,PEM Membrane
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Aquivion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Fuel Cell Membrane
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ionomer,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ionomer,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/6/FCFabChar#Polymer
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ionomer,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Ionomer
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ionomer,http://www.w3.org/2000/01/rdf-schema#comment,"Ionomers are a class of materials that contain ionic groups, which can conduct ions. They are used in fuel cells and other electrochemical devices as membranes or coatings to facilitate ion transport. Aquivion is a type of ionomer that is based on perfluorosulfonic acid and is known for its high proton conductivity and chemical stability."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ionomer,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Perfluorosulfonic Acid Ionomer
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ionomer,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,PFSA Ionomer
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ionomer,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Proton-Conducting Ionomer
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ionomer,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Aquivion Ionomer Membrane
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Ionomer,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Sulfonated Ionomer
